timestamp,value,actual_value
2026-07-08T21:50:08.941669,78.00068667095726,81.5
2026-07-08T21:50:09.043273,87.39747725808311,81.5
2026-07-08T21:50:09.144998,76.22373722702459,81.5
2026-07-08T21:50:09.247127,69.66242717631792,76.4
2026-07-08T21:50:09.348701,79.82552451325752,76.4
2026-07-08T21:50:09.450259,69.19398760627962,76.4
2026-07-08T21:50:09.551882,86.25438078750896,76.4
2026-07-08T21:50:09.653772,85.63333603728545,76.4
2026-07-08T21:50:09.756021,85.20011385986382,76.4
2026-07-08T21:50:09.857987,69.01735088172686,76.4
2026-07-08T21:50:09.960250,69.95364257776804,76.4
2026-07-08T21:50:10.061869,91.17134257193935,76.4
2026-07-08T21:50:10.163499,65.90203788185737,76.4
2026-07-08T21:50:10.265118,50.528359835944386,66.9
2026-07-08T21:50:10.366749,69.22010243250696,66.9
2026-07-08T21:50:10.468362,67.90586620087262,66.9
2026-07-08T21:50:10.569253,70.90056196487225,66.9
2026-07-08T21:50:10.671105,69.8003526763674,66.9
2026-07-08T21:50:10.772715,67.27259923935107,66.9
2026-07-08T21:50:10.874606,55.59913632061722,66.9
2026-07-08T21:50:10.976814,78.316498815631,66.9
2026-07-08T21:50:11.078631,63.62648808136564,66.9
2026-07-08T21:50:11.180232,78.59765536543426,66.9
2026-07-08T21:50:11.282051,66.55664024972938,66.9
2026-07-08T21:50:11.383914,62.658823915952865,57.9
2026-07-08T21:50:11.485444,54.742099673022445,57.9
2026-07-08T21:50:11.587035,52.323685587677666,57.9
2026-07-08T21:50:11.688602,71.43959151526228,57.9
2026-07-08T21:50:11.790135,65.5283755179196,57.9
2026-07-08T21:50:11.891256,30.006183217929387,57.9
2026-07-08T21:50:11.992874,47.42652439140064,57.9
2026-07-08T21:50:12.096056,55.18016417089513,57.9
2026-07-08T21:50:12.200378,51.04981640077497,57.9
2026-07-08T21:50:12.301812,44.83345756647447,57.9
2026-07-08T21:50:12.403350,45.65236717179078,52.8
2026-07-08T21:50:12.504832,60.084712538835795,52.8
2026-07-08T21:50:12.606270,60.95563539314126,52.8
2026-07-08T21:50:12.708101,39.1059812215378,52.8
2026-07-08T21:50:12.809235,54.564955639073354,52.8
2026-07-08T21:50:12.910885,45.68834024018293,52.8
2026-07-08T21:50:13.012524,57.6988081168186,52.8
2026-07-08T21:50:13.114109,57.3566886666613,52.8
2026-07-08T21:50:13.215996,31.82328593176049,41.7
2026-07-08T21:50:13.317729,26.0333966822226,41.7
2026-07-08T21:50:13.419462,32.37327635028025,41.7
2026-07-08T21:50:13.520928,57.34384590511449,41.7
2026-07-08T21:50:13.622528,48.457178775081914,41.7
2026-07-08T21:50:13.723925,64.18440483976764,41.7
2026-07-08T21:50:13.825365,38.176685736532626,41.7
2026-07-08T21:50:13.926783,14.734985916738328,41.7
2026-07-08T21:50:14.028378,40.730794508682955,41.7
2026-07-08T21:50:14.133671,36.936954268635745,41.7
2026-07-08T21:50:14.235923,34.83429933997823,34.6
2026-07-08T21:50:14.337384,44.26241672448574,34.6
2026-07-08T21:50:14.438819,23.331793171007952,34.6
2026-07-08T21:50:14.540659,19.667464302784175,34.6
2026-07-08T21:50:14.642968,48.83187214839119,34.6
2026-07-08T21:50:14.745233,45.138105392846505,34.6
2026-07-08T21:50:14.846825,34.638131218418636,34.6
2026-07-08T21:50:14.948696,35.94041480568644,34.6
2026-07-08T21:50:15.050533,38.49104438012069,34.6
2026-07-08T21:50:15.152259,14.754756848424085,23.9
2026-07-08T21:50:15.253903,24.807862678037356,23.9
2026-07-08T21:50:15.355552,23.92473935706821,23.9
2026-07-08T21:50:15.456876,24.009336432887533,23.9
2026-07-08T21:50:15.558601,27.938662157861465,23.9
2026-07-08T21:50:15.660473,24.877933537452606,23.9
2026-07-08T21:50:15.762259,45.32767377401957,23.9
2026-07-08T21:50:15.864332,44.00182180455416,23.9
2026-07-08T21:50:15.966183,18.338879825930853,23.9
2026-07-08T21:50:16.067977,7.863816064326714,19.8
2026-07-08T21:50:16.169676,33.55881832556949,19.8
2026-07-08T21:50:16.270495,14.921089564701173,19.8
2026-07-08T21:50:16.372105,24.39004606167154,19.8
2026-07-08T21:50:16.473704,17.19706052228291,19.8
2026-07-08T21:50:16.575332,26.37991183780317,19.8
2026-07-08T21:50:16.677019,49.82348117822854,19.8
2026-07-08T21:50:16.778373,9.453340803036863,19.8
2026-07-08T21:50:16.880665,10.644940069533815,19.8
2026-07-08T21:50:16.982514,0,7.3
2026-07-08T21:50:17.084140,0,7.3
2026-07-08T21:50:17.185820,10.555691563321682,7.3
2026-07-08T21:50:17.287116,5.9111984769919985,7.3
2026-07-08T21:50:17.388731,12.695825862247585,7.3
2026-07-08T21:50:17.490188,10.628135276186041,7.3
2026-07-08T21:50:17.591873,0.23386998826175492,7.3
2026-07-08T21:50:17.694246,23.509171154402203,7.3
2026-07-08T21:50:17.796206,15.386665459430194,7.3
2026-07-08T21:50:17.898159,10.971554155587555,7.3
2026-07-08T21:50:17.999698,10.583790970520385,1.3
2026-07-08T21:50:18.101329,17.026498022298004,1.3
2026-07-08T21:50:18.202953,0,1.3
2026-07-08T21:50:18.303772,2.0591011384482467,1.3
2026-07-08T21:50:18.405335,0,1.3
2026-07-08T21:50:18.506858,4.029903075991386,1.3
2026-07-08T21:50:18.608580,2.733619978386395,1.3
2026-07-08T21:50:18.710848,0,1.3
2026-07-08T21:50:18.813081,0,1.3
2026-07-08T21:50:18.914543,0,1.3
2026-07-08T21:50:19.016592,8.550679926618596,1.3
2026-07-08T21:50:19.118920,0,1.3
2026-07-08T21:50:19.221292,2.1261943961796965,1.3
2026-07-08T21:50:19.323835,2.1556848125766552,1.3
2026-07-08T21:50:19.426082,0,1.3
2026-07-08T21:50:19.527844,6.5317796983958365,1.3
2026-07-08T21:50:19.630062,0,1.3
2026-07-08T21:50:19.731479,0,1.3
2026-07-08T21:50:19.833200,11.56657816490003,1.3
2026-07-08T21:50:19.934984,3.874691230100851,1.3
2026-07-08T21:50:20.036941,0,1.3
2026-07-08T21:50:20.139389,4.6642533310768615,1.3
2026-07-08T21:50:20.241018,22.428427282490382,1.3
2026-07-08T21:50:20.342941,3.8753895836342944,1.3
2026-07-08T21:50:20.446419,20.388148224549557,1.3
