Distance,Velocity,Actual_Distance,Actual_Velocity,S
0.0,1.0027746574129444,0.0,1.1,182.0
0.0,1.3422698468042387,0.0,0.7,183.0
0.0,0.7242111024916275,0.0,0.7,184.0
0.0,0.7168527631070094,0.0,0.7,185.0
0.0,1.19652483848462,0.0,0.7,186.0
0.0,1.3473904672267583,0.0,0.7,187.0
0.5225491668556345,1.6697914323666492,0.0,0.7,188.0
0.0,0.4962686388120905,0.0,0.7,189.0
0.4199326692909439,0.0,0.0,0.7,190.0
0.16055183195537598,0.0,0.0,0.2,191.0
0.0,0.5527937214503291,0.0,0.2,192.0
0.6355229972216586,0.0,0.0,0.2,193.0
0.25005767486440794,0.0,0.0,0.2,194.0
0.0,0.4566413417850141,0.0,0.2,195.0
0.0,0.7248967325470772,0.0,0.2,196.0
0.6445696361097863,0.15088793097665953,0.0,1.0,197.0
0.2683861301516869,0.270114093609216,0.0,1.0,198.0
0.0,0.0,0.0,1.0,199.0
0.0,0.7525466943654222,0.0,1.0,200.0
0.0,0.956518122901699,0.0,1.0,201.0
0.0,0.5239648710256586,0.0,1.0,202.0
0.0,0.901049356044203,0.0,1.0,203.0
0.0,1.0770298449550615,0.0,1.4,204.0
0.0,1.8025615247897537,0.0,1.4,205.0
0.0,1.3017884527613965,0.0,1.4,206.0
0.08961550182471237,2.129785974850821,0.0,1.4,207.0
0.09661808757278142,1.7929769678090444,0.0,1.4,208.0
0.0,0.6416645017640952,0.0,1.4,209.0
0.09549859544784699,1.3063106236316826,0.0,1.4,210.0
0.3089216209260931,1.7125665990060597,0.0,1.9,211.0
0.0,1.864840911808739,0.0,1.9,212.0
0.0,1.6081455731097956,0.0,1.9,213.0
0.5898711210606303,1.3401455130485354,0.0,1.9,214.0
0.09962551695525107,2.588899791918225,0.0,1.9,215.0
0.0,1.4096681073991104,0.0,1.9,216.0
0.0,2.384234279365377,0.0,2.4,217.0
0.2943649534018975,2.436222112796954,0.0,2.4,218.0
0.10480184220875872,1.5986472381201904,0.0,2.4,219.0
0.005841467094950154,2.476357550464309,0.0,2.4,220.0
0.2687548163884243,2.5374228726870958,0.0,2.4,221.0
0.0,2.675420297689941,0.0,2.4,222.0
0.0,1.7273828988415723,0.0,2.4,223.0
1.0445221246834122,2.167018665269913,0.0,2.7,224.0
0.12929485556832615,3.007812386137246,0.0,2.7,225.0
0.0,3.123608841680581,0.0,2.7,226.0
0.11409183642308524,2.5654857552005508,0.0,2.7,227.0
0.5411686258822205,3.2232569808247433,0.0,2.7,228.0
0.7798179420760203,3.497199452587063,0.0,3.0,229.0
0.0,3.71705444183301,0.0,3.0,230.0
0.0,2.7531854002076583,0.0,3.0,231.0
0.6495434887727861,3.5881152562400507,0.0,3.0,232.0
0.0,3.7963200806259185,0.0,3.0,233.0
0.0,3.240658522649941,0.0,3.0,234.0
0.0,3.1091289678824756,0.0,3.0,235.0
0.6027083665937669,2.937733979632391,0.0,3.0,236.0
0.0,2.820242936236337,0.0,3.0,237.0
0.53677624934534,2.978864648242809,0.0,3.0,238.0
0.5977201281977796,3.2901969027993907,0.0,3.0,239.0
0.8948296736201213,3.9299266512153594,0.0,3.5,240.0
0.12860992549237782,3.5745697636959384,0.0,3.5,241.0
0.17706599885272192,3.158179971272335,0.0,3.5,242.0
0.0,3.5850948451041575,0.0,3.5,243.0
0.0,3.4489176956212493,0.0,3.5,244.0
0.0,4.251155476367397,0.0,3.5,245.0
0.0,4.907086839683165,0.0,3.9,246.0
0.0,4.367120364634457,0.0,3.9,247.0
0.0,4.388786394367496,0.0,3.9,248.0
0.32478571226183717,3.391713751803688,0.0,3.9,249.0
0.0,4.955130601839885,0.0,3.9,250.0
0.532109353096214,4.232993116161785,0.0,4.4,251.0
0.0,4.326673222630994,0.0,4.4,252.0
0.0,5.197836524752187,0.0,4.4,253.0
0.5864817634318152,4.029706101205722,0.0,4.4,254.0
0.3504938119377358,4.126642738238133,0.0,4.4,255.0
0.6221623493940236,5.606473620765987,0.0,5.0,256.0
0.4904720027676137,5.023525497609265,0.0,5.0,257.0
0.0,5.095423221045168,0.0,5.0,258.0
0.11905303205398023,4.613743801874389,0.0,5.0,259.0
0.0,5.000468394239563,0.0,5.0,260.0
0.45872004815732087,5.399084767181856,0.0,5.0,261.0
0.150168864600957,5.621358380827542,0.0,5.5,262.0
0.0,5.271626881878084,0.0,5.5,263.0
0.0,6.101333752276975,0.0,5.5,264.0
0.11308967385759028,4.652213662486556,0.0,5.5,265.0
0.0,4.334227825076753,0.0,5.5,266.0
0.0,5.456321489020829,0.0,5.5,267.0
0.4064943222507749,6.398250528920543,0.0,6.2,268.0
0.0,6.734926836304321,0.0,6.2,269.0
0.0,6.955089526072215,0.0,6.2,270.0
0.0,5.868905679319514,0.0,6.2,271.0
0.0,6.16834737084399,0.0,6.2,272.0
0.021317279515099513,6.800964446629431,0.0,7.0,273.0
0.0,6.944752941277787,0.0,7.0,274.0
0.5826513244577786,7.572600438050018,0.0,7.0,275.0
1.0142172318799463,6.410809446016283,0.0,7.0,276.0
1.2589644462874594,7.356734014028396,0.0,7.0,277.0
0.471893274420998,7.830471351544279,0.0,7.0,278.0
0.4565016708264055,7.270056991108725,0.0,7.0,279.0
0.7261751360732742,6.882101849160052,0.0,7.0,280.0
0.3421922304245915,7.5447213264153135,0.0,7.0,281.0
0.0,6.859457432762844,0.0,7.0,282.0
0.1802085615587425,6.968568873555451,0.0,7.0,283.0
0.0,7.06431367392388,0.0,7.0,284.0
0.0,7.327307376392748,0.0,7.0,285.0
0.3720434867779493,6.889588766976445,0.2,7.0,286.0
0.6903478407803381,7.404661247052456,0.2,7.0,287.0
0.6760611903148208,6.970836457191586,0.2,7.0,288.0
0.2114339778121011,6.962940419098425,0.2,7.0,289.0
0.7497739099710781,7.051015879168737,0.2,7.0,290.0
0.0,6.913534344460539,0.2,7.0,291.0
0.5751029679697464,7.361125391904372,0.2,7.0,292.0
0.13680349475766218,7.680720097372061,0.2,7.0,293.0
0.6722476838102953,6.906042842765757,0.2,7.0,294.0
0.11015279708610382,7.260189144744962,0.2,7.0,295.0
0.9107739369664136,6.87453628768847,0.2,7.0,296.0
0.7020431832523786,6.724460108735159,0.2,7.0,297.0
0.246043492304151,7.2983039073630405,0.2,7.0,298.0
0.0,6.957990958492345,0.2,7.0,299.0
0.6641502278719393,7.408824918860827,0.2,7.0,300.0
0.8850069513306911,6.845662453354881,0.2,7.0,301.0
0.44982372392294967,6.303349386682048,0.2,7.0,302.0
0.041229153925961215,6.641771293626041,0.2,7.0,303.0
0.829993130049117,7.268200058762651,0.2,7.0,304.0
0.6508791210965771,7.675046654565865,0.2,7.0,305.0
0.3122104894197957,6.784841059449884,0.2,7.0,306.0
0.0,7.205109454495458,0.2,7.0,307.0
1.1609006698233018,7.001714288468266,0.2,7.0,308.0
0.13345527587802747,7.763971355736718,0.2,7.0,309.0
0.3114122980820944,7.370345379547765,0.2,7.0,310.0
0.0,7.001582099140472,0.2,7.0,311.0
0.49278734705152183,3.1829510609187572,0.2,2.4,312.0
0.0,3.013895178601813,0.2,2.4,313.0
0.8020267767522358,2.6153886423318387,0.2,2.4,314.0
0.0,2.089766830639716,0.2,2.4,315.0
0.04963122902906347,2.824263155402898,0.2,2.4,316.0
0.0,3.4159403383041504,0.2,2.4,317.0
0.0865108502239807,2.9628448624408397,0.2,2.4,318.0
0.11006012289650427,2.03912716472805,0.2,2.4,319.0
0.8419552802526737,0.0,0.2,0.0,320.0
0.7229338850626705,0.0,0.2,0.0,321.0
0.6997204875097147,0.09692203240750835,0.2,0.0,322.0
0.0,0.0,0.2,0.0,323.0
0.0,0.8941504241359316,0.2,0.0,324.0
0.3519973451136309,0.42947956521227526,0.2,0.0,325.0
0.2845550762519984,0.41782260267740623,0.2,0.3,326.0
0.30064100475109345,0.4128401387860566,0.2,0.3,327.0
1.403436681753079,0.0,0.2,0.3,328.0
0.0,0.183894154676491,0.2,0.3,329.0
0.22181338606847706,0.796713546276479,0.2,0.8,330.0
1.2672017597473013,0.07915009787698868,0.2,0.8,331.0
0.3489658853065044,1.534399391962066,0.2,0.8,332.0
0.27549698069501605,0.6760207424478332,0.2,0.8,333.0
0.05829839029159442,1.0951082663917573,0.2,0.8,334.0
0.38482869047455737,1.0668781985376699,0.2,0.8,335.0
0.0,1.0144358118346866,0.2,1.3,336.0
0.0,1.8019383442675143,0.2,1.3,337.0
0.331460924806825,1.4355193078935315,0.2,1.3,338.0
0.6320332515141427,1.3984745244406358,0.2,1.3,339.0
0.0,0.7895129402311593,0.2,1.3,340.0
0.9428590937417813,1.5236982340332572,0.2,1.3,341.0
0.39584367748884897,0.2257869538466153,0.2,1.6,342.0
0.7142929665877882,1.6577476588835967,0.2,1.6,343.0
0.8477373711372282,1.7230483936472418,0.2,1.6,344.0
0.0,2.145773200308728,0.2,1.6,345.0
0.7200378856298069,1.2867634766646483,0.2,1.6,346.0
0.0,2.243295741401223,0.2,2.0,347.0
0.0,2.2478924923865256,0.2,2.0,348.0
0.39047520876572883,2.634933848988795,0.2,2.0,349.0
0.37621010244253217,2.394104963907883,0.2,2.0,350.0
0.0,1.9201044207025106,0.2,2.0,351.0
1.0319628127863039,2.61831729607117,0.2,2.4,352.0
0.5677551494464216,2.165228204655239,0.2,2.4,353.0
0.8316728875972195,2.1018336320029136,0.2,2.4,354.0
0.0,2.126604161868936,0.2,2.4,355.0
0.19640986174227032,2.6009638074819836,0.2,2.4,356.0
1.029366112127354,1.9993313731408868,0.2,2.4,357.0
0.43129140054582005,2.633874154817164,0.2,2.8,358.0
1.1577344303712267,2.2955565084370333,0.2,2.8,359.0
0.0,3.4115095178899306,0.2,2.8,360.0
0.0,2.7268585225208715,0.2,2.8,361.0
0.5720554770615922,3.558464540401002,0.2,3.2,362.0
0.24251197020828497,2.4688166088788437,0.2,3.2,363.0
0.281741662953495,3.4023775699246284,0.2,3.2,364.0
0.1639445380930908,3.788008031169748,0.2,3.2,365.0
0.019579908965165482,3.590340949122745,0.2,3.2,366.0
0.6375341345681891,2.9278401582840696,0.2,3.6,367.0
0.3869483090515485,3.0018772461676453,0.2,3.6,368.0
0.0,3.737779901686741,0.2,3.6,369.0
0.2139238108510349,4.262743849547036,0.2,3.6,370.0
0.8324576521038749,2.1128674079469514,0.2,3.6,371.0
0.10793137789527545,3.393764130292439,0.2,4.1,372.0
0.3943111981901014,5.0749947266937605,0.2,4.1,373.0
0.30293391740256875,3.089049664576158,0.2,4.1,374.0
0.0,4.505458526015849,0.2,4.1,375.0
0.34251644051530333,3.3068100359311337,0.2,4.1,376.0
0.0,4.097865253716618,0.2,4.1,377.0
0.0,3.893962297522168,0.2,4.1,378.0
0.35325905511393235,4.4040991684361925,0.2,4.6,379.0
0.2850471044870897,4.707049857173215,0.2,4.6,380.0
0.0,5.517253147902252,0.2,4.6,381.0
0.0,4.6749141747102385,0.2,4.6,382.0
0.5706467857974935,5.911958579883526,0.2,4.6,383.0
0.20222744393242523,5.025976918069516,0.2,5.2,384.0
0.0,4.629034426564906,0.2,5.2,385.0
0.9333910572533171,5.3221669579255195,0.2,5.2,386.0
0.0,5.711398422270021,0.2,5.2,387.0
0.5624853356045703,5.402612543816899,0.2,5.2,388.0
0.43491791210262,5.624895483812372,0.2,5.8,389.0
0.0,5.070473405259946,0.2,5.8,390.0
0.33653603637527973,6.1155080769110635,0.2,5.8,391.0
0.44832967268116364,6.1918763105769195,0.2,5.8,392.0
0.0,5.858795493546003,0.2,5.8,393.0
0.8282462626831868,6.252574827870923,0.2,6.4,394.0
0.0,6.192627730426614,0.2,6.4,395.0
0.0,6.835928327776567,0.2,6.4,396.0
0.0,5.4833715880134735,0.2,6.4,397.0
0.0,7.170684694334883,0.2,6.8,398.0
0.07700383261510023,6.113643584739226,0.2,6.8,399.0
0.22817106499523704,7.154250436194317,0.2,6.8,400.0
0.0,6.104035243080009,0.2,6.8,401.0
0.0,6.619497213007345,0.2,6.8,402.0
0.0,6.939457849774025,0.2,7.1,403.0
0.8826698355887141,6.469924609675569,0.2,7.1,404.0
0.3910547192192233,7.061769606493264,0.2,7.1,405.0
0.022074551188250358,7.187795249031612,0.2,7.1,406.0
0.04545757725835045,6.53874628865895,0.2,7.1,407.0
0.0,6.978010316615164,0.2,7.6,408.0
0.0,7.916017696356236,0.2,7.6,409.0
0.0,7.778980806520278,0.2,7.6,410.0
0.34655090519196424,7.692082255344036,0.2,7.6,411.0
0.17488692523603352,7.793822493956416,0.2,7.6,412.0
1.265920072034254,6.8779512390718125,0.2,7.6,413.0
0.41073458915601496,7.68433504989212,0.2,8.1,414.0
0.1772961993143008,9.454221758197482,0.2,8.1,415.0
0.6406119572325473,8.434114312910598,0.2,8.1,416.0
0.6502532852787857,8.042423275967206,0.2,8.1,417.0
0.0,8.400339707512455,0.2,8.1,418.0
0.0,7.786487485945837,0.2,8.1,419.0
0.0,7.919606930234983,0.2,8.1,420.0
0.8668205045194084,6.982564773512767,0.2,8.1,421.0
0.0,7.822837692411789,0.2,8.1,422.0
0.15136931555268507,8.52661954569558,0.6,8.1,423.0
0.10410331369666687,7.827878859268621,0.6,8.1,424.0
1.1253578150819172,7.818567923516411,0.6,8.1,425.0
0.4753089501546037,7.507377431696236,0.6,8.1,426.0
0.3716095633889789,7.984567912300648,0.6,8.1,427.0
0.5089277118342413,8.708533257565195,0.6,8.1,428.0
0.0,8.25216321445297,0.6,8.1,429.0
1.3272939189143855,7.474831567493836,0.6,8.1,430.0
0.9259866204744579,7.93927658180347,0.6,8.1,431.0
0.6621784791655595,8.404956738653771,0.6,8.1,432.0
1.1838268455401184,8.04219726858225,0.6,8.1,433.0
0.8185295402795132,7.546489356666729,0.6,8.1,434.0
0.7318201980465361,0.0,0.6,0.3,435.0
1.4096185404939416,1.040924879801025,0.6,0.3,436.0
0.4474832151326352,0.0,0.6,0.3,437.0
0.8584762841458027,0.5729799875984767,0.6,0.3,438.0
0.5381060428138731,0.21585661163980968,0.6,0.3,439.0
0.3143638494885456,2.1235341094439826,0.6,1.3,440.0
1.0641662351701726,1.3263262864778866,0.6,1.3,441.0
1.5081746130353955,0.3815594595909948,0.6,1.3,442.0
0.7942570142236733,1.0297932061299995,0.6,1.3,443.0
0.7790398329443725,2.090190917370162,0.6,2.2,444.0
0.3373506187519784,2.478544357731828,0.6,2.2,445.0
0.5100096450353779,2.233745733998159,0.6,2.2,446.0
0.8175114448197751,2.3579335790699076,0.6,2.2,447.0
0.6003267114457848,2.3817275455494893,0.6,2.2,448.0
0.28676106359687337,3.3376644851714574,0.6,3.2,449.0
0.0,2.755040873186585,0.6,3.2,450.0
1.2230636461990843,4.270918572583415,0.6,3.2,451.0
1.642397556787584,2.686074477068499,0.6,3.2,452.0
0.6742662787188314,3.0418530502514187,0.6,3.2,453.0
0.0,3.8603216630641253,0.6,4.4,454.0
1.2079367643533945,4.565316781700831,0.6,4.4,455.0
0.4525011690397596,4.3051319101578915,0.6,4.4,456.0
0.354266948736112,4.0952322979693365,0.6,4.4,457.0
1.2581037592271387,4.033956846344387,0.6,4.4,458.0
0.0,4.508113292842088,0.6,5.0,459.0
0.0,4.682536702813269,0.6,5.0,460.0
0.21795277599950502,3.878361020913381,0.6,5.0,461.0
0.8491313665482697,4.641797310369609,0.6,5.0,462.0
0.6913087467572439,4.701195046173396,0.6,5.0,463.0
